subject,regime,channel,condition,rep,K,sfreq,n_samples,val_loss,perplexity,wall_seconds
3,rest,Pz,aaft,0,7,100.0,18200,1.271044662892919,3.5645743965871506,110.22204184532166
3,arithmetic,Fp1,aaft,0,7,100.0,6200,1.3579196197251986,3.8880961635870075,37.57962417602539
3,arithmetic,Fp2,aaft,0,7,100.0,6200,1.4870055709482273,4.423828824277225,37.40525984764099
3,arithmetic,F3,aaft,0,7,100.0,6200,1.4589621153281218,4.301492757350552,37.300769567489624
3,arithmetic,F4,aaft,0,7,100.0,6200,1.5254864358437452,4.5973793555851605,37.38613986968994
3,arithmetic,F7,aaft,0,7,100.0,6200,1.4865149410723308,4.42165889405001,37.51669383049011
3,arithmetic,F8,aaft,0,7,100.0,6200,1.487483033192058,4.425941539844809,38.78315472602844
3,arithmetic,T3,aaft,0,7,100.0,6200,1.2800886357091164,3.596958530410331,37.54251170158386
3,arithmetic,T4,aaft,0,7,100.0,6200,1.4984448010378868,4.474724569143596,37.39774012565613
3,arithmetic,C3,aaft,0,7,100.0,6200,1.435017797380783,4.199719752134414,37.26683044433594
3,arithmetic,C4,aaft,0,7,100.0,6200,1.4296553338638995,4.17725918399408,37.48575687408447
3,arithmetic,T5,aaft,0,7,100.0,6200,1.4627744460933132,4.317922768945691,37.34722828865051
3,arithmetic,T6,aaft,0,7,100.0,6200,1.4493961920617333,4.260541189758157,37.45997953414917
3,arithmetic,P3,aaft,0,7,100.0,6200,1.4343784460679745,4.197035513974492,37.96824645996094
3,arithmetic,P4,aaft,0,7,100.0,6200,1.4355271232815536,4.201859323003332,37.734920263290405
3,arithmetic,O1,aaft,0,7,100.0,6200,1.4687634301557189,4.343860331889973,37.29099178314209
3,arithmetic,O2,aaft,0,7,100.0,6200,1.5432084676392293,4.679580492884344,37.46068859100342
3,arithmetic,Fz,aaft,0,7,100.0,6200,1.4995964475588266,4.479880838655845,37.81505990028381
3,arithmetic,Cz,aaft,0,7,100.0,6200,1.4591203774998909,4.302173574808583,37.334789991378784
3,arithmetic,Pz,aaft,0,7,100.0,6200,1.3754516582273522,3.9568634693312776,37.381540298461914
4,rest,Fp1,aaft,0,7,100.0,17000,1.3202647939236059,3.744412743743175,103.427255153656
4,rest,Fp2,aaft,0,7,100.0,17000,1.2378653197986333,3.4482447028891117,102.54577016830444
4,rest,F3,aaft,0,7,100.0,17000,1.2986558122555207,3.664367757440246,102.36316919326782
4,rest,F4,aaft,0,7,100.0,17000,1.360270406377169,3.897246999767608,103.65268754959106
4,rest,F7,aaft,0,7,100.0,17000,1.2962345615222544,3.6555061367526176,102.70143914222717
4,rest,F8,aaft,0,7,100.0,17000,1.1598251399693198,3.189375533050561,102.70429968833923
4,rest,T3,aaft,0,7,100.0,17000,1.35974026140269,3.895181441427443,103.07346534729004
4,rest,T4,aaft,0,7,100.0,17000,1.3142291971339086,3.72188104273836,102.9225537776947
4,rest,C3,aaft,0,7,100.0,17000,1.3695619769900904,3.9336272987850496,102.60470056533813
